1,1,スピード,1,サイレンススズカSSR,1,【完凸評価】8.5/10点,【無凸評価】7.5/10点,【完凸評価】8.5/10点,【無凸評価】7.5/10点,Bランク,ランク,・逃げ用金スキル『逃亡者』を取得可能@@@・所持スキルが多く、逃げ用スキルに特化@@@・1凸でスキルPtボーナスを取得@@@・逃げウマ娘育成で汎用的に使える@@@・無凸でも得意率と友情ボーナスが高く、スピード練習性能が高い@@@,輝く景色の、その先に,Lv30~,やる気効果アップとヒント発生率アップ
2,1,スピード,2,トウカイテイオー(SSRサポート),1,【完凸評価】8.5/10点,【無凸評価】7.0/10点,【完凸評価】9.5/10点,【無凸評価】8.0/10点,Aランク,ランク,・マイル用金回復スキル『慧眼』を取得可能@@@・スキルは少なく、マイル/差し用回復スキル中心@@@・固有でスピード、1凸でパワーボーナスを取得@@@・高いヒントLv/発生率が優秀@@@・レース/ファンボーナス追加の3凸で評価up@@@・得意率がない点は注意@@@・マイル/差し育成で回復が欲しい時に,夢は掲げるものなのだっ！,Lv30~,友情ボーナスと初期スピードアップ
3,1,スピード,3,ゴールドシチー(SSRサポート),1,【完凸評価】8.0/10点,【無凸評価】6.5/10点,【完凸評価】8.5/10点,【無凸評価】7.5/10点,ランク,ランク,・マイル用金回復スキル『慧眼』を取得可能@@@・スキルは少なく、マイル/差し用回復スキル中心@@@・固有でスピード、1凸でパワーボーナスを取得@@@・高いヒントLv/発生率が優秀@@@・レース/ファンボーナス追加の3凸で評価up@@@・得意率がない点は注意@@@・マイル/差し育成で回復が欲しい時に,Run(my)way,Lv30~,スピードボーナスと初期スピードアップ
4,1,スピード,4,サクラバクシンオー(SSRスピード),1,【完凸評価】9.5/10点,【無凸評価】8.0/10点,【完凸評価】9.5/10点,【無凸評価】8.0/10点,ランク,ランク,・短距離用金スキル『スプリントターボ』を取得@@@・短距離用のスキルが多い@@@・レース/ファン数ボーナスが高い@@@・短距離ウマ娘育成で汎用的に使える@@@・スピードボナ追加の1凸、トレ効果up追加の3凸で評価up,はやい！うまい！はやい！,Lv30~,友情ボーナスと初期絆ゲージアップ
5,1,スピード,5,ニシノフラワー(SSRスピード),1,【完凸評価】8.0/10点,【無凸評価】6.5/10点,【完凸評価】8.5/10点,【無凸評価】7.5/10点,Bランク,ランク,・汎用金スキル『ハヤテ一文字』を取得可能@@@・イベントで『愛嬌◯』を取得可能@@@・初期絆ゲージが非常に高く、友情発生が早い@@@・無凸でも主要なサポート効果が揃う@@@・得意率が無く、スピードを重点的に伸ばすことは不向き,まだ小さな蕾でも,Lv30~,やる気効果アップと初期絆ゲージアップ
6,1,スピード,6,ビコーペガサス(SSR),1,【完凸評価】9.5/10点,【無凸評価】8.0/10点,【完凸評価】9.5/10点,【無凸評価】8.0/10点,Sランク,ランク,・短距離用金スキル『プランX』を取得可能@@@・短距離用のスキルが多い@@@・トレ効果アップが非常に高く、全ての練習で貢献@@@・レース/ファン数ボーナスが高い@@@・スキルは短距離用だが、汎用的に使えるスピード枠@@@・初期絆が急上昇する3凸で評価が大幅upる@@@・無凸でもトレーニング効果アップ10％が優秀,必殺！Wキャロットパンチ！,Lv30~,トレーニング効果アップと得意率アップ
7,1,スピード,7,スペシャルウィーク(イベント配布報酬),1,【完凸評価】8.0/10点,【無凸評価】6.5/10点,【完凸評価】9.0/10点,【無凸評価】7.5/10点,ランク,ランク,・期間限定イベントで入手@@@・先行用金回復スキル『食いしん坊』を取得可能@@@・雨の日◯と道悪◯持ち@@@・長距離/先行で『食いしん坊』が役立つ@@@・得意率を取得する3凸から評価が上がる@@@・友情ボーナスが高い@@@・初期絆が低く、友情発生は遅れがち,夕焼けはあこがれの色,Lv40~,トレーニング効果アップとレースボーナス
8,1,スピード,8,ツインターボ(SSRサポート),1,【完凸評価】9.0/10点,【無凸評価】8.0/10点,【完凸評価】9.5/10点,【無凸評価】8.0/10点,Sランク,ランク,・逃げ用金スキル『先手必勝』を取得可能@@@・序盤に発動する逃げ用のスキルが多い@@@・やる気効果アップが非常に高い@@@・好調以上での練習性能が高い@@@・トレ効果アップを取得する3凸から評価up@@@・『先手必勝』取得イベント完走は難しい@@@・逃げ育成なら最優先レベルで採用したい,ターボエンジン全開宣言！,Lv30~,やる気効果アップとレースボーナス
9,1,スピード,9,キタサンブラック(SSRサポート),1,【完凸評価】10.0/10点,【無凸評価】8.5/10点,【完凸評価】10.0/10点,【無凸評価】8.5/10点,S+ランク,ランク,・汎用金スキル『弧線のプロフェッサー』を取得可能@@@・汎用的なスキルを複数所持@@@・1凸でパワーボーナスを取得@@@・イベントで『練習上手◯』を取得可能@@@・やる気アップできるイベントが多い@@@・汎用的かつ非常に優秀なスピード枠@@@・得意率が急上昇する3凸から評価が大きくUP,迫る熱に押されて,Lv30~,トレーニング効果アップと得意率アップ
10,1,スピード,10,カワカミプリンセス(SSRサポート),1,【完凸評価】8.5/10点,【無凸評価】7.0/10点,【完凸評価】9.0/10点,【無凸評価】7.5/10点,Aランク,ランク,・汎用金スキル『注目の踊り子』を取得可能@@@・中距離/先行用のスキルが多い@@@・1凸でパワーボーナスを取得@@@・初期絆を取得する3凸で評価up@@@・サポ効果のバランスが良く、汎用的に使える,花嫁たるもの！！,Lv30~,スピードボーナスと初期スピードアップ
11,1,スピード,11,ゴールドシップ(イベント配布報酬),1,【完凸評価】7.5/10点,【無凸評価】6.5/10点,【完凸評価】8.0/10点,【無凸評価】6.0/10点,ランク,ランク,・イベントで完凸可能な限定SSR@@@・金スキルは逃げ以外だと発動がやや狙いづらい@@@・所持スキルは長距離/追込向け@@@・スキル数が多いため狙ったスキルは取りづらい@@@・練習性能はやや控えめ,ウマ王伝説・最強になった件,Lv40~,パワーボーナスとヒント発生率アップ
12,1,スピード,12,ナリタブライアン(ストーリー報酬),1,【完凸評価】7.5/10点,【無凸評価】6.5/10点,【完凸評価】7.0/10点,【無凸評価】5.0/10点,ランク,ランク,・ストーリー4章+サークルPt交換で入手@@@・中距離先行向けのスキル構成@@@・レアスキルは先行での発動が難しい@@@・トレーニングの上昇値は報酬系として高め@@@・スピードの所持状況次第では選択肢に,Two Pieces,Lv40~,スピードボーナスと初期スピードアップ
13,1,スピード,13,スイープトウショウ(SSRスピード),1,【完凸評価】8.0/10点,【無凸評価】6.5/10点,【完凸評価】8.5/10点,【無凸評価】7.5/10点,Bランク,ランク,・金スキルが安価なのでスキル数稼ぎに適する@@@・チャンミの条件次第で強力な直線一気を所持@@@・イベントで愛嬌◯を取得可能@@@・友情トレーニング時の効率が非常に高い@@@・ただし初期絆がなく友情成立までが遠い@@@・トレ効がないため他練習での性能も微妙,ツメたいヒトリジメ？,Lv30~,友情ボーナスとスピードボーナス
